,id,summary,risk,category,variance
2165,52726,"01.04.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.471102199
2166,52727,"01.04.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.476816179
2167,52728,"01.04.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.407639888
2168,52729,"01.04.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.451006843
2169,52730,"01.04.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.457451754
2171,52732,"01.04.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.456992552
2177,52738,"01.02.00 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.445320441
2178,52739,"01.02.00 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.442497203
2179,52740,"01.02.01 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1,0,-0.458660332
2180,52741,"01.01.59 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.47368105
2181,52742,"01.02.00 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.440205615
2182,52743,"01.02.00 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.446768053
2183,52744,"01.02.00 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.377187046
2185,52746,"01.01.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1,0,-0.483870531
2188,52749,"01.00.47 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.407669144
2190,52751,"01.00.14 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.38845183
2191,52752,"01.00.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.440632976
2194,52755,"02.25.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.460636336
2195,52756,"02.24.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.505568595
2196,52757,"02.24.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.510974961
2198,52759,"02.24.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.44568069
2199,52760,"02.24.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.487322151
2200,52761,"02.24.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.492606633
2201,52762,"02.24.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.492355942
2202,52763,"02.21.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1,0,-0.48479192
2203,52764,"02.21.17 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.420168622
2204,52765,"02.20.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.44703949
2205,52766,"02.19.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.480713002
2206,52767,"02.19.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.486214442
2207,52768,"02.19.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.419737915
2208,52769,"02.19.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.461788852
2209,52770,"02.19.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.467547583
2210,52771,"02.19.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.467205271
2211,52772,"02.16.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1,0,-0.49397182
2212,52773,"02.15.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.469026878
2213,52774,"02.14.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.492107988
2214,52775,"02.14.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.497663487
2215,52776,"02.14.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.430485203
2216,52777,"02.14.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.472997221
2217,52778,"02.14.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.478809688
2218,52779,"02.14.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.478465909
2219,52780,"02.11.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1,0,-0.490056972
2220,52781,"02.11.00 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.401435287
2221,52782,"02.10.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.515830069
2222,52783,"02.09.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.506066961
2223,52784,"02.09.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.511456844
2224,52785,"02.09.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.446371633
2225,52786,"02.09.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.48790754
2226,52787,"02.09.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.493142876
2227,52788,"02.09.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.49290033
2228,52789,"02.06.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1,0,-0.499203073
2229,52790,"02.05.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.460432529
2230,52791,"02.04.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.487571855
2231,52792,"02.04.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.493194497
2232,52793,"02.04.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.425164875
2233,52794,"02.04.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.468080409
2234,52795,"02.04.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.474121256
2235,52796,"02.04.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.473737825
2236,52797,"02.01.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1,0,-0.46708883
2255,52816,05.04.12 J0057404  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.519427548
2257,52818,05.04.12 J0057404  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.490434685
2318,52879,21.04.10 J0074520  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.500909148
2319,52880,21.04.10 J0074520  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.500238531
2345,52906,05.04.10 J0109297  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.489017046
2346,52907,05.04.10 J0109297  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.517548354
2375,52936,21.04.10 J0121337  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.500083914
2377,52938,21.04.10 J0121337  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.517079423
2378,52939,21.04.10 J0121337  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.500750055
2409,52970,05.04.12 J0152907  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.519572925
2410,52971,05.04.12 J0152907  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.490580175
2411,52972,05.04.12 J0152907  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB DATASETS(MAX 32) SYSJOB,1,4,-0.460883541
2437,52998,21.04.11 J0019346  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.507968779
2439,53000,21.04.11 J0019346  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.490937334
2440,53001,21.04.11 J0019346  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.490859965
2468,53029,05.04.12 J0053226  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.519583536
2469,53030,05.04.12 J0053226  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB DATASETS(MAX 32) SYSJOB,1,4,-0.403436765
2505,53066,05.04.10 J0148114  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.517548354
2506,53067,05.04.10 J0148114  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.489017046
2528,53089,21.04.12 J0003935  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.502355567
2529,53090,21.04.12 J0003935  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.519246499
2532,53093,21.04.12 J0003935  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.502044796
2564,53125,05.04.11 J0039036  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.479059813
2566,53127,05.04.11 J0039036  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.507952528
2591,53152,21.04.11 J0108479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.514922834
2592,53153,21.04.11 J0108479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.497874408
2593,53154,21.04.11 J0108479  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.498348272
2627,53188,05.04.10 J0143012  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.517548354
2628,53189,05.04.10 J0143012  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.489017046
2645,53206,"E2E:2018-12-21 11:49:25,139 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.512769811
2651,53212,"E2E:2018-12-21 11:49:25,171 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.496594326
2653,53214,"E2E:2018-12-21 11:50:25,142 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.456855072
2658,53219,"E2E:2018-12-21 11:50:25,174 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.510735149
2661,53222,"E2E:2018-12-21 11:49:55,141 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.521153481
2675,53236,"E2E:2018-12-21 11:48:25,133 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.497460743
2678,53239,"E2E:2018-12-21 11:47:25,130 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.458986768
2683,53244,"E2E:2018-12-21 11:48:25,161 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.497460239
2685,53246,"E2E:2018-12-21 11:47:25,159 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.360969322
2700,53261,"E2E:2018-12-21 11:46:25,156 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.473026986
2705,53266,"E2E:2018-12-21 11:45:25,153 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.456897017
2720,53281,"E2E:2018-12-21 11:45:25,125 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.390491579
2722,53283,"E2E:2018-12-21 11:46:25,128 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.492739661
2738,53299,21.04.11 J0006795  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.490859965
2739,53300,21.04.11 J0006795  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.490937334
2740,53301,21.04.11 J0006795  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.507968779
2767,53328,05.04.11 J0040709  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.507952528
2770,53331,05.04.11 J0040709  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.479059813
2806,53367,21.04.11 J0055653  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.490883545
2807,53368,21.04.11 J0055653  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.489443951
2808,53369,21.04.11 J0055653  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.507992457
2851,53412,21.04.10 J0102659  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.498691361
2852,53413,21.04.10 J0102659  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.517102024
2854,53415,21.04.10 J0102659  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.500106423
2883,53444,05.04.10 J0137148  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.489016053
2884,53445,05.04.10 J0137148  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.487543502
2902,53463,21.04.10 J0192578  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.500106423
2903,53464,21.04.10 J0192578  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.517102024
2904,53465,21.04.10 J0192578  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.498691361
2941,53502,05.04.11 J0027348  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.477558849
2942,53503,05.04.11 J0027348  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.479058772
2951,53512,"E2E:2018-12-25 19:59:10,013 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.51251885
2952,53513,"E2E:2018-12-25 19:58:10,011 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.517040591
2955,53516,"E2E:2018-12-25 19:57:40,009 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.517668673
2956,53517,"E2E:2018-12-25 19:57:25,560 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.485419263
2957,53518,"E2E:2018-12-25 19:58:25,563 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.48810888
2961,53522,"E2E:2018-12-25 19:59:17,213 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.507466279
2962,53523,"E2E:2018-12-25 19:57:47,196 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.520912548
2965,53526,"E2E:2018-12-25 19:56:47,193 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.522201102
2968,53529,"E2E:2018-12-25 19:55:40,003 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.500566631
2970,53531,"E2E:2018-12-25 19:57:17,194 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.519904072
2971,53532,"E2E:2018-12-25 19:55:47,191 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.503967331
2972,53533,"E2E:2018-12-25 19:56:10,005 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.515670387
2976,53537,"E2E:2018-12-25 19:56:40,006 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.518994293
2981,53542,"E2E:2018-12-25 20:59:08,578 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.458539255
2982,53543,"E2E:2018-12-25 20:58:47,446 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.459686549
2983,53544,"E2E:2018-12-25 20:57:55,744 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.475033196
2984,53545,"E2E:2018-12-25 20:59:12,392 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.435451756
2985,53546,"E2E:2018-12-25 20:58:10,349 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.440212175
2986,53547,"E2E:2018-12-25 20:58:42,390 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.445191272
2987,53548,"E2E:2018-12-25 20:57:25,742 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.437668023
2988,53549,"E2E:2018-12-25 20:58:40,169 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.410607099
2989,53550,"E2E:2018-12-25 20:59:17,448 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.469727369
2990,53551,"E2E:2018-12-25 20:58:10,168 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.432665127
2991,53552,"E2E:2018-12-25 20:57:40,347 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.452940018
2992,53553,"E2E:2018-12-25 20:58:55,747 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.477894796
2993,53554,"E2E:2018-12-25 20:59:10,352 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.434889438
2994,53555,"E2E:2018-12-25 20:57:40,166 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.426637841
2995,53556,"E2E:2018-12-25 20:57:42,387 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.4487561
2996,53557,"E2E:2018-12-25 20:57:47,443 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.456669702
2997,53558,"E2E:2018-12-25 20:58:12,388 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.423767967
2998,53559,"E2E:2018-12-25 20:58:38,577 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.471873221
2999,53560,"E2E:2018-12-25 20:58:47,435 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.459697592
3000,53561,"E2E:2018-12-25 20:57:47,431 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.472908531
3001,53562,"E2E:2018-12-25 20:59:14,079 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.454430831
3002,53563,"E2E:2018-12-25 20:58:40,350 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.44435018
3003,53564,"E2E:2018-12-25 20:57:44,072 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.482445559
3004,53565,"E2E:2018-12-25 20:58:25,745 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.440579496
3005,53566,"E2E:2018-12-25 20:58:44,078 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.469232892
3006,53567,"E2E:2018-12-25 20:59:10,171 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.446915526
3007,53568,"E2E:2018-12-25 20:59:17,436 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.441390185
3008,53569,"E2E:2018-12-25 20:57:38,572 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.468963988
3009,53570,"E2E:2018-12-25 20:58:08,575 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.463519896
3010,53571,"E2E:2018-12-25 20:58:17,445 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.474481122
3011,53572,"E2E:2018-12-25 20:58:17,432 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.446607581
3012,53573,"E2E:2018-12-25 20:58:14,077 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.459536992
3014,53575,"E2E:2018-12-25 20:56:47,440 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.447148521
3015,53576,"E2E:2018-12-25 20:57:14,070 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.456400164
3016,53577,"E2E:2018-12-25 20:56:14,067 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.45790132
3017,53578,"E2E:2018-12-25 20:55:40,342 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.434753632
3018,53579,"E2E:2018-12-25 20:56:38,569 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.47037529
3019,53580,"E2E:2018-12-25 20:56:25,739 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.439066773
3020,53581,"E2E:2018-12-25 20:56:08,568 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.461955738
3021,53582,"E2E:2018-12-25 20:56:10,163 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.467063749
3022,53583,"E2E:2018-12-25 20:57:08,571 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.476845111
3023,53584,"E2E:2018-12-25 20:56:40,164 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.470770333
3024,53585,"E2E:2018-12-25 20:55:44,066 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.448221927
3025,53586,"E2E:2018-12-25 20:55:38,567 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.467615571
3026,53587,"E2E:2018-12-25 20:57:17,442 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.45518181
3027,53588,"E2E:2018-12-25 20:56:55,740 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.476421909
3028,53589,"E2E:2018-12-25 20:55:47,425 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.438684107
3029,53590,"E2E:2018-12-25 20:55:25,736 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.420134431
3030,53591,"E2E:2018-12-25 20:57:10,346 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.448925183
3031,53592,"E2E:2018-12-25 20:56:44,069 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.483821803
3032,53593,"E2E:2018-12-25 20:56:12,381 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.400934098
3033,53594,"E2E:2018-12-25 20:56:17,426 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.47299548
3034,53595,"E2E:2018-12-25 20:55:42,379 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.45120085
3035,53596,"E2E:2018-12-25 20:55:47,438 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.438690971
3036,53597,"E2E:2018-12-25 20:56:40,345 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.442678896
3037,53598,"E2E:2018-12-25 20:56:10,343 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.378827428
3038,53599,"E2E:2018-12-25 20:56:17,439 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.444909714
3039,53600,"E2E:2018-12-25 20:57:10,165 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.422131878
3040,53601,"E2E:2018-12-25 20:57:12,385 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.408679243
3041,53602,"E2E:2018-12-25 20:56:42,383 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.486205171
3043,53604,"E2E:2018-12-25 20:56:47,427 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.446575654
3044,53605,"E2E:2018-12-25 20:55:40,161 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1,2,-0.434743378
