,id,summary,risk,category,variance
2755,53316,04.42.43 J0040224 *IEF099I JOB G01S506B WAITING FOR DATA SETS Volume FG2839 (/tapelibPRODHSH/DD1_POOL02_FS4/FG2839) already scratched,38,3,-1.001774614
1984,52545,15.12.29 S0093400  DSNT375I  -DPW1 PLAN=DSNACLI WITH CORRELATION-ID=LDPSRV CONNECTION-ID=DB2CALL -         LUW-ID=BOCHQP.DPW1APPL.D5606702DFFD=34314 -         THREAD-INFO=LDPSRV:DB2CALL:LDPSRV:LDPSRV:DYNAMIC:1203:*:* -         IS,38,8,-1.001840294
2512,53073,"09.27.05 S0093532  _EYUPN0005W CIP1MM41 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT42, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 09:27:05.",38,8,-1.001651303
2572,53133,"10.24.09 S0093009  _EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 10:24:09.",38,8,-1.001524125
2550,53111,"04.07.59 CP2A           IOS080I 58B1,76,ZR266100, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.BBCQ.OUTBORX.ZL266100.F01",37,6,-1.00125685
993,51554,01.58.06 CP1E S0130116  +DFHDB2025I CIP1KA31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP31 been closed.,37,8,-1.001452902
996,51557,"01.57.47 CP1E S0130257  +DFHDB2025I CIP1FA31                            C 12/09/2018 01:57:47 CIP1FA31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C -  CKAM, TERMID ????, USERID CIRUFA  , TASKNO 000057",37,8,-1.001310701
1277,51838,02.56.44 CP1D S0130143  +DFHDB2025I CIP1KA24 The CICS-DB2 attachment has disconnected from DB2 subsystem DP61,37,8,-1.001031584
1449,52010,03.24.28 S0093003  BQCARQDEPS0 SEV=CRI MQ3A NamedQueue: PRM.MER.PIPGETQ CURRENT DEPTH: 5602 (CurrentDepth >= 5000),37,8,-1.001112865
1345,51906,02.15.06 CP1E S0093003  BQBGTOPICS0 SEV=CRI ALL SubscriptionName: BANCS.GLMS.SYSMODE.SUB (Subs NAMECnt < 4),36,8,-1.000721059
2573,53134,"11.52.55 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 11:52:55.",36,8,-1.000786131
2837,53398,"20.29.31 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 20:29:31. -  BUFFER POOLS",36,8,-1.000531947
3978,54539,"10.24.29 CP2A S0187815  DSNP007I  -DP11 DSNPXTN0 - EXTEND FAILED FOR DSNDP01S.DSNDBD.DP11WORK.DSN32K20.I0001.A001. RC=00D70027 -            CONNECTION-ID=BATCH, CORRELATION-ID=XREF261, -            LUW-ID=DSNDP01.DP11APPL.D56F3C11",36,8,-1.000639596
2350,52911,05.03.45 J0109234  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.3% INUSE SYSJOB Volume FE2585 (/tapelibPRODHSH/DD1_POOL02_FS14/FE2585) already scratched,35,1,-1.000481924
2815,53376,"01.57.59 CP2C           IOS080I 41B2,0C,ROMGJ00D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.CORDJR03.S22",35,6,-1.00017765
1120,51681,01.32.50 CP1A S0092179  IST1196I  APPN CONNECTION FOR BOCHQP.SSCPCP1C INACTIVE - TGN =  22,35,8,-1.000055438
1724,52285,12.54.31 S0117112  DNFO1033E 2018-12-09 04:54:31 BOCOU01 DNF_O_FT 31323031383132389215973 0348794255405664443969726.562  SAG returned error information with - the following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure' -,35,8,-1.000396073
2415,52976,07.34.56 S0093003  BQBANCBGLS0 SEV=WAR QP41 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:51335 (CurrentDepth >= 20000) BANCS.BGLHASHB.QUEUE CURRENT DEPTH:51335 (CurrentDepth >= 20000)        请关注BGL队列深度变化，加强监控,35,8,-1.000435174
2919,53480,"01.19.57 CP2B           IOS080I 23F9,D3,UMC23500, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.JNAL.UPC20065.PR35",34,6,-0.999774634
1249,51810,02.58.53 CP1F S0177983  IST1196I APPN CONNECTION FOR BOCHQP.SSCPCP1B INACTIVE - TGN = 21,34,8,-0.999744651
2574,53135,"11.35.55 S0092559  BCMAXTASKS0 SEV=WAR CIP1KT12 TargetName: CIP1KT12 MaxTask: 90.000000        ,CICS交易并发数>85%",34,8,-0.999810611
2733,53294,"18.07.35 S0093009  _EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 18:07:35.",34,8,-0.999698289
2495,53056,05.06.21 J0147859  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB Volume FK0343 (/tapelibPRODHSH/DD1_POOL02_FS6/FK0343) already scratched,33,7,-0.999262987
301,50862,13.53.24 CP1E S0129913  BQCARQDEPS0 SEV=WAR MQ1A NamedQueue: QM_DISPLAY CURRENT DEPTH: 4041 (CurrentDepth >= 2000),33,8,-0.999286849
1203,51764,02.59.22 CP1A S0092179  IST1196I  APPN CONNECTION FOR BOCHQP.SSCPCP1F INACTIVE - TGN =  21,32,8,-0.997969567
2470,53031,07.31.36 S0093003  BQBANCBGLS0 SEV=WAR QP31 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:22347 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,32,8,-0.997921247
2569,53130,07.34.47 S0093003  BQBANCBGLS0 SEV=WAR QP31 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:28264 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,32,8,-0.998132263
2724,53285,"12.07.48 S0093398  _EYUPN0005W CIP1MM21 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT22, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:07:48.",32,8,-0.998670384
341,50902,07.33.33 CP1E S0129913  BQBANCBGLS0 SEV=WAR QP11 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:37234 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,31,8,-0.997498896
1270,51831,"02.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",31,8,-0.997277567
1546,52107,"03.14.19 S0092559  BCCONNECTS0 SEV=CRI CIP1AT41 CID: B441 NET: CIP1KT43 STAT: RELEASED        ,CICS连接中断",31,8,-0.997838053
2414,52975,07.34.56 S0093003  BQBANCBGLS0 SEV=WAR QP31 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:51335 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,31,8,-0.997259693
2842,53403,21.13.55 J0102699  _DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 398 85.7% INUSE SYSJOB changed depends on the type of DB2 utility that performed the - data changes and whether the Q subscription specifies that load - operations at the source table should,31,8,-0.997556521
901,51462,"00.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",30,8,-0.996950938
995,51556,"01.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",30,8,-0.997110063
1284,51845,02.55.52 CP1F S0130271  +DFHDB2025I CIP1FT41                            C 12/09/2018 02:55:52 CIP1FT41 The CICS-DB2 attachment has disconnected from DB2 subsystem DP4C group DP0C,30,8,-0.996746186
1690,52251,03.04.39 S0093003  BQCARQDEPS0 SEV=WAR MQ3A NamedQueue: PRM.CRE.PIPINQ CURRENT DEPTH: 3193 (CurrentDepth >= 2000),30,8,-0.996642372
2514,53075,"11.18.15 CP2B S0103662  DSNP007I  -DP61 DSNPXTN0 - EXTEND FAILED FOR DSNDP01S.DSNDBD.DP61WORK.DSN32K20.I0001.A001. RC=00D70027 -            CONNECTION-ID=BATCH, CORRELATION-ID=XREF, -            LUW-ID=DSNDP01.DP61APPL.D5667B08719",30,8,-0.996793057
2887,53448,"12.39.46 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:39:46.",30,8,-0.99665381
2888,53449,"12.39.46 S0093009  _EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:39:46.",30,8,-0.99665381
2451,53012,03.28.07 J0037758 *IEF099I JOB G01S506B WAITING FOR DATA SETS Volume FE2997 (/tapelibPRODHSH/DD1_POOL02_FS13/FE2997) already scratched,29,3,-0.996497431
949,51510,"00.42.13 CP1F S0092089  ASN0574E  ""Q Capture"" : ""QRPHY1"" : ""WorkerThread"" : The WebSphere MQ queue manager ""QPY1"" is not available or it was not started. - The program will terminate.",29,8,-0.996602631
1278,51839,02.56.35 CP1F S0130264  +DFHDB2025I CIP1FA41                            C 12/09/2018 02:56:35 CIP1FA41 The CICS-DB2 attachment has disconnected from DB2 subsystem DP4C group DP0C,29,8,-0.996052941
1279,51840,02.56.35 CP1F S0130263  +DFHDB2025I CIP1FA42                            C 12/09/2018 02:56:35 CIP1FA42 The CICS-DB2 attachment has disconnected from DB2 subsystem DP4C group DP0C,29,8,-0.996052941
1473,52034,03.19.31 S0093003  BQCARQDEPS0 SEV=WAR MQ4A NamedQueue: PRM.MER.PIPGETQ CURRENT DEPTH: 4646 (CurrentDepth >= 2000),29,8,-0.996291532
2630,53191,06.47.02 CP2A S0007539  BZTJOBMONS0 SEV=WAR CP2A Jobname: BKDBQ8 I/O=0 HAS LASTED 20 MINS.,29,8,-0.995822695
2631,53192,06.47.02 CP2A S0007539  BZTJOBMONS0 SEV=WAR CP2A Jobname: BKDBQ19 I/O=0 HAS LASTED 20 MINS.,29,8,-0.995822695
4134,54695,07.02.58 S0093003  BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2942 (CurrentDepth >= 2000),29,8,-0.996618399
41,50602,05.37.46 CP1F J0158548 *IEF099I JOB A01S766B WAITING FOR DATA SETS USER=WBICRON CONNECTION-ID=RRSAF CORRELATION-ID=WBICRON2 JOBNAME=WBICRON2 ASID=00FB TCB=00000000,28,8,-0.995088833
57,50618,"10.42.16 CP2C S0119535  DSNP007I  -DP71 DSNPXTN0 - EXTEND FAILED FOR DSNDP01S.DSNDBD.DP71WORK.DSN32K01.I0001.A002. RC=00D70002 -            CONNECTION-ID=BATCH, CORRELATION-ID=XXN2911S, -            LUW-ID=DSNDP01.DP71APPL.D54D4D8",28,8,-0.995204009
428,50989,"03.06.01 CP1B J0001953  +QDEPTH ALARM:QUEUE(QR.XMITQ1.QPS2.TO.QM93) DEPTH EXCEEDS,NOW 1019734",28,8,-0.995590661
2897,53458,"21.14.13 J0192620  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 333 86.4% INUSE SYSJOB ""DP01_CAP3_TO_QMDD_HY1""). The handling of rows that are added or - changed depends on the type of DB2 utility that performed the - data changes and whether the Q subsc",28,8,-0.995612633
76,50637,"22.01.29 CP1D S0177924  _EYUPN0005W CIP1MM21 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT22, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 22:01:29.",27,8,-0.994413805
116,50677,07.08.12 CP1E S0049990  DNFO1005E 2018-11-29 23:08:12 BOCOU01 DNF_O_FT 31323031383131398897035 0692397914826869964599609.375  SAG reported an error with the - following parameters: -  Severity    : 'Transient' -  Code        : 'Sw,27,8,-0.99391003
169,50730,"03.01.02 CP1B J0144963  _QDEPTH ALARM:QUEUE[QR.XMITQ1.QPS2.TO.QM93] DEPTH EXCEEDS,NOW 1029748",27,8,-0.994770354
558,51119,06.58.00 CP1B S0195832  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CP1BA) 04:50:41 (CP1BA),27,8,-0.993926299
1536,52097,"03.15.18 S0092559  BCCONNECTS0 SEV=CRI CIP1KT41 CID: RH41 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",27,8,-0.994104419
1547,52108,"03.13.20 S0092559  BCCONNECTS0 SEV=CRI CIP1KT21 CID: RH21 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",27,8,-0.995016988
1557,52118,"03.11.21 S0092559  BCCONNECTS0 SEV=CRI CIP1AT21 CID: B221 NET: CIP1KT23 STAT: RELEASED        ,CICS连接中断",27,8,-0.994852158
2142,52703,"01.11.22 CP2A           IOS080I 42E1,0C,UM095200, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.BOCT.UP095201.PR52",26,6,-0.99295556
298,50859,12.55.37 CP1D S0199516  DNFO1033E 2018-12-02 04:55:37 BOCOU01 DNF_O_FT 31323031383132389215973 0348794255405664443969726.562  SAG returned error information with - the following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure,26,8,-0.993127496
997,51558,01.57.48 CP1E S0130258  +DFHDB2025I CIP1FA32                            C 12/09/2018 01:57:48 CIP1FA32 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C,26,8,-0.993206293
998,51559,01.57.05 CP1E S0130268  +DFHDB2025I CIP1FT31                            C 12/09/2018 01:57:05 CIP1FT31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C,26,8,-0.993709164
1281,51842,02.56.20 CP1D S0130259  +DFHDB2025I CIP1FA21                            C 12/09/2018 02:56:20 CIP1FA21 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,26,8,-0.99342152
2335,52896,02.36.04 S0093003  BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: GUPP.SWIFTI.SEND.RECVQ CURRENT DEPTH:2001 (CurrentDepth >= 2000),26,8,-0.993365739
2889,53450,14.49.26 CP3A S0048551  BZMVJLOOPS0 SEV=WAR CP3B Jobname: BBWEB CURRENT DELAY CPU: 100.00 (%Use+Dly >= 90),26,8,-0.993119915
843,51404,"01.22.19 CP2D           IOS080I 47B1,9A,TMGL5100, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.GLXX.TPGL0027.PR5100.T00",25,6,-0.992173296
563,51124,06.09.24 CP2A S0044181  BZTJOBMONS0 SEV=WAR CP2C Jobname: BKDC64A1 I/O=0 HAS LASTED 20 MINS.,25,8,-0.99292381
1194,51755,01.28.38 CP1C S0129908  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),25,8,-0.991523954
2515,53076,"12.11.58 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:11:58. -  Context=CPLEXBBS, -  Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:11:58.",25,8,-0.992801278
2729,53290,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT21 CID: TH21 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",25,8,-0.991566456
2730,53291,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT11 CID: TH11 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",25,8,-0.991569218
2731,53292,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT41 CID: TH41 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",25,8,-0.991568387
2821,53382,02.37.20 S0093003  BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: GUPP.SWIFTI.SEND.RECVQ CURRENT DEPTH:2041 (CurrentDepth >= 2000),25,8,-0.99225358
2826,53387,03.51.22 S0093536 *DSNB325A  -DP41 DSNB1CNE THERE IS A CRITICAL SHORTAGE,25,8,-0.991388211
573,51134,07.41.26 CP3D          *IXL158I PATH BB IS NOW NOT-OPERATIONAL TO CUID: * FFEF *                  COUPLING FACILITY 002964.IBM.84.0000000AAAA5 *                                    PARTITION: 05  CPCID: 00,24,8,-0.990831739
1025,51586,"01.45.06 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1AT11 CID: B111 NET: CIP1KT13 STAT: RELEASED        ,CICS连接中断",24,8,-0.990526496
1193,51754,01.28.39 CP1C S0179191  +DFHDB2025I CIP1GA11                            C 12/09/2018 01:28:39 CIP1GA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,24,8,-0.990335576
2598,53159,"00.35.53          *IXC585E STRUCTURE DSNDP01_GBP32 IN COUPLING FACILITY * BCC1C1, *PHYSICAL STRUCTURE VERSION D53F053D E3581281, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *    ENTRIES:      3781231     5652415",24,8,-0.990571882
2723,53284,"12.34.36 S0092568  DSNB355I  -DP11 DSNB5SCO GROUP BUFFER POOL GBP28 RECOVERY LRSN VALUES MIGHT CAUSE A DELAY IN GRECP RECOVERY. PAGE LEVEL   = 00D5690EFD9D01000000 - PAGE LEVEL IN LOCAL TIMESTAMP   = 12:26:36 DEC 21, 2018 - MEMBER",24,8,-0.991246197
2725,53286,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT21 CID: RH21 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",24,8,-0.99110066
2726,53287,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT11 CID: RH11 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",24,8,-0.990345507
2727,53288,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT41 CID: RH41 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",24,8,-0.991104118
2728,53289,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT31 CID: RH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",24,8,-0.99110986
2732,53293,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT31 CID: TH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",24,8,-0.991108736
1761,52322,05.04.49 J0160821  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 79.7% INUSE SYSJOB Volume FK0884 (/tapelibPRODHSH/DD1_POOL02_FS5/FK0884) already scratched,23,1,-0.990143536
2614,53175,"02.02.28 J0125488 *IEF099I JOB G01S506B WAITING FOR DATA SETS DSNAME=CSQQPY2S.QPY2.LOGCOPY1.DS014, STARTRBA=000004681AAC0000 ENDRBA=000004691A77FFFF",23,3,-0.989283167
229,50790,00.22.48 CP1C S0129908  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),23,8,-0.989580396
528,51089,04.05.25 CPKC           IXC518I SYSTEM CPKC NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,23,8,-0.988150511
570,51131,07.41.35 CP3D          *IXL158I PATH 92 IS NOW NOT-OPERATIONAL TO CUID: * FFC9 *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 *                                    PARTITION: 05  CPCID: 00,23,8,-0.988797223
1024,51585,"01.46.05 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1KT11 CID: RH11 NET: LSCS00H0 STAT: RELEASED CIP1KT13 End of Alarm Condition       ,CICS连接中断",23,8,-0.989345796
1191,51752,01.28.58 CP1C S0130261  +DFHDB2025I CIP1FA11                            C 12/09/2018 01:28:58 CIP1FA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C connections to be closed. Number of active connections = 112.,23,8,-0.989421145
1192,51753,01.28.58 CP1C S0130262  +DFHDB2025I CIP1FA12                            C 12/09/2018 01:28:58 CIP1FA12 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,23,8,-0.989336522
1195,51756,01.28.14 CP1C S0130269  +DFHDB2025I CIP1FT11                            C 12/09/2018 01:28:14 CIP1FT11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,23,8,-0.98893026
1282,51843,02.56.21 CP1D S0130260  +DFHDB2025I CIP1FA22                            C 12/09/2018 02:56:21 CIP1FA22 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,23,8,-0.990287906
1335,51896,"02.18.48 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1KT31 CID: RH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",23,8,-0.98962337
1344,51905,"02.16.49 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1AT31 CID: TH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",23,8,-0.988305163
1719,52280,07.36.40 S0116360  DNFO1709E 2018-12-08 23:36:40 BOCOU01 DNF_O_FT   MSIF transfer service determined that the session for SnF queue \bkchcnbj_generic\ - is no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session,23,8,-0.990207841
96,50657,"04.44.36 CP3B          *IXC585E STRUCTURE DSNDP0Z_GBP28 IN COUPLING * FACILITY BCC1C5, *PHYSICAL STRUCTURE VERSION D53F0738 E5CC22A5, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 90%: *   SPACE USAGE     IN-USE       TOT",22,8,-0.985755619
113,50674,"07.40.21 CP3D S0059824 *DSNB325A  -DP2Y DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP28 -  COMPLETE VOLUME LIST, - DSN=BACKUPP3.IE.TSBGDF.P00024.CA181129.H233957,VOLS=G61577, - TOTALBLOCKS=1",22,8,-0.987371487
283,50844,03.43.38 CP1E S0199520  DNFO1709E 2018-12-01 19:43:36 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_file\ is - no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session,22,8,-0.986015024
476,51037,02.51.55 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1023564 (CurrentDepth >= 1000000),22,8,-0.985389799
534,51095,04.04.58 CP3B           IXC518I SYSTEM CP3B NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,22,8,-0.985184961
536,51097,04.04.49 CP3A           IXC518I SYSTEM CP3A NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,22,8,-0.984097815
569,51130,07.41.35 CP3C          *IXL158I PATH 92 IS NOW NOT-OPERATIONAL TO CUID: * FFAF *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 *                                    PARTITION: 05  CPCID: 00,22,8,-0.987068297
1283,51844,02.56.03 CP1D S0179192  +DFHDB2025I CIP1GA21                            C 12/09/2018 02:56:03 CIP1GA21 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,22,8,-0.985153342
3013,53574,2018-12-25 20:56:02 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,22,8,-0.983988838
2237,52798,"03.54.11 CP2B           IOS080I 4BB2,B4,AM300032, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.TEMP.AM203262.S01",21,6,-0.983383147
2754,53315,"03.46.46 CP2A           IOS080I 42B0,0C,ZZ221202, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.INVM.UL871202",21,6,-0.983197344
112,50673,07.50.52 CP1D S0129911  BSSTRGRUPS0 SEV=WAR CP1D SG: SGTSO CURRENT: 82.10 (Enabled%Full >= 80) Device 0DE6 volume KB0263 AMDD modified 20561 of 20618 blocks written,21,8,-0.983063737
114,50675,"07.40.20 CP3B          *IXC585E STRUCTURE DSNDP0Y_GBP28 IN COUPLING * FACILITY BCC2C5, *PHYSICAL STRUCTURE VERSION D53F68F3 95C3B8D4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 90%: *   SPACE USAGE     IN-USE       TOT",21,8,-0.983718539
230,50791,00.22.27 CP1D S0178021  +DFHDB2025I CIP1GA21                            C 12/02/2018 00:22:27 CIP1GA21 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,21,8,-0.983675553
231,50792,00.22.27 CP1C S0177167  +DFHDB2025I CIP1GA11                            C 12/02/2018 00:22:27 CIP1GA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,21,8,-0.983049926
430,50991,03.05.12 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1077959 (CurrentDepth >= 1000000),21,8,-0.983561106
1280,51841,02.56.24 CP1C S0092559  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),21,8,-0.983774056
2912,53473,00.15.25 CP3D S0166260  DNFO1709E 2018-12-24 16:15:25 BOCOUB DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchsess_rma\ is no longer - active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session ID,21,8,-0.983561988
