,message,category
8101,"IEF196I                */ 01200000
",5
8102,"IEF196I           XX*
",7
8103,"IEF196I                */ 01250000
",5
8104,"IEF196I           XX**** END OF SPECIFICATIONS
",7
8105,"IEF196I *****************************************/ 01300000
",5
8106,"IEF196I           XX*
",7
8107,"IEF196I                */ 01550000
",5
8108,"IEF196I           XX*01* CHANGE ACTIVITY:
",5
8109,"IEF196I                */ 01600000
",5
8110,"IEF196I           XX*
",7
8111,"IEF196I                */ 01650000
",5
8112,"IEF196I           XX*    $P1= PUX0016 HBB6605 970527 PDTN: Relieve SWA
",5
8113,"IEF196I fragmentation   */ 01662500
",5
8114,"IEF196I           XX*
",7
8115,"IEF196I            @P1A*/ 01675000
",5
8116,"IEF196I           XX*    $P2= PYN0834 HBB7708 030601 PDOO: Remove
",5
8117,"IEF196I obsolete DPRTY   @P2A*/ 01681200
",5
8118,"IEF196I           XX*
",7
8119,"IEF196I allocation was done   01733800
",5
8120,"IEF196I           XX*                under the initiatior's task.
",5
8121,"IEF196I            @P1A   01739900
",5
8122,"IEF196I           XX*
",7
8123,"IEF196I ******  01777400
",5
8124,"IEF196I            @p2A*/ 00889100
",5
8125,"IEF196I           XX*     Length:        N/A
",7
8126,"IEF196I            @p2A*/ 00897000
",5
8127,"IEF196I           XX*  STORAGE ATTRIBUTES:   Main Storage:      N/A
",5
8128,"IEF196I            @p2A*/ 00904900
",5
8129,"IEF196I           XX*                        Virtual Storage:   N/A
",7
8130,"IEF196I            @p2A*/ 00912800
",5
8131,"IEF196I           XX*                        Auxiliary Storage: N/A
",7
8132,"IEF196I            @p2A*/ 00920700
",5
8133,"IEF196I           XX*                        Subpool:           N/A
",7
8134,"IEF196I            @p2A*/ 00928600
",5
8135,"IEF196I           XX*                        Key:               N/A
",7
8136,"IEF196I            @p2A*/ 00936500
",5
8137,"IEF196I           XX*                        Data Space:        N/A
",7
8138,"IEF196I            @p2A*/ 00944400
",5
8139,"IEF196I           XX*                        Residency:         N/A
",7
8140,"IEF196I            @p2A*/ 00952300
",5
8141,"IEF196I           XX*  SIZE:             N/A
",7
8142,"IEF196I            @p2A*/ 00960200
",5
8143,"IEF196I           XX*  CREATED BY:       N/A
",7
8144,"IEF196I            @p2A*/ 00968100
",5
8145,"IEF196I           XX*  POINTED TO BY:    N/A
",7
8146,"IEF196I            @p2A*/ 00976000
",5
8147,"IEF196I           XX*  SERIALIZATION:    N/A
",7
8148,"IEF196I            @p2A*/ 00983900
",5
8149,"IEF196I           XX*  METHOD OF ACCESS: N/A
",7
8150,"IEF196I            @p2A*/ 00991800
",5
8151,"IEF196I           XX*
",7
8152,"IEF196I                */ 01000000
",5
8153,"IEF196I           XX*  EXTERNAL CLASSIFICATION:  PSPI
",5
8154,"IEF196I            @p2A*/ 01050000
",5
8155,"IEF196I           XX*  END OF EXTERNAL CLASSIFICATION:
",7
8156,"IEF196I            @p2A*/ 01100000
",5
8157,"IEF196I           XX*
",7
8158,"IEF196I                */ 01150000
",5
8159,"IEF196I           XX*  DISTRIBUTION LIBRARY: SYS1.PROCLIB
",5
8160,"IEF196I                */ 01200000
",5
8161,"IEF196I           XX*
",7
8162,"IEF196I                */ 01250000
",5
8163,"IEF196I           XX**** END OF SPECIFICATIONS
",7
8164,"IEF196I *****************************************/ 01300000
",5
8165,"IEF196I           XX*
",7
8166,"IEF196I                */ 01550000
",5
8167,"IEF196I           XX*01* CHANGE ACTIVITY:
",5
8168,"IEF196I                */ 01600000
",5
8169,"IEF196I           XX*
",7
8170,"IEF196I                */ 01650000
",5
8171,"IEF196I           XX*    $P1= PUX0016 HBB6605 970527 PDTN: Relieve SWA
",5
8172,"IEF196I fragmentation   */ 01662500
",5
8173,"IEF196I           XX*
",7
8174,"IEF196I            @P1A*/ 01675000
",5
8175,"IEF196I           XX*    $P2= PYN0834 HBB7708 030601 PDOO: Remove
",5
8176,"IEF196I obsolete DPRTY   @P2A*/ 01681200
",5
8177,"IEF196I           XX*
",7
8178,"IEF196I                */ 01687500
",5
8179,"IEF196I
",7
8180,"IEF196I XX**************************************************************
",7
8181,"IEF196I ******/ 01700000
",5
8182,"IEF196I           XX*
",7
8183,"IEF196I                   01703300
",5
8184,"IEF196I           XX* INIT     - C - Added IEFINDMY DD statement.  The
",5
8185,"IEF196I dummy DD           01709400
",5
8186,"IEF196I           XX*                statement causes an allocation to
",5
8187,"IEF196I be done shortly    01715500
",5
8188,"IEF196I           XX*                after the initiator address space
",5
8189,"IEF196I is started.        01721600
",5
8190,"IEF196I           XX*                This prevents SWA fragmentation
",5
8191,"IEF196I that would           01727700
",5
8192,"IEF196I           XX*                otherwise occur when a dynamic
",5
8193,"IEF196I allocation was done   01733800
",5
8194,"IEF196I           XX*                under the initiatior's task.
",5
8195,"IEF196I            @P1A   01739900
",5
8196,"IEF196I           XX*
",7
8197,"IEF196I                   01746200
",5
8198,"IEF196I           XX* INIT     - C - Removed the DPRTY=12 parameter
",5
8199,"IEF196I from the EXEC         01759600
",5
8200,"IEF196I           XX*                statement. This parameter is
",5
8201,"IEF196I obsolete.        @P2A   01768500
",5
8202,"IEF196I
",7
8203,"IEF196I XX**************************************************************
",7
8204,"IEF196I ******  01777400
",5
8205,"IEF196I  STMT NO. MESSAGE
",5
8206,"IEF196I         2 IEFC001I PROCEDURE INIT WAS EXPANDED USING SYSTEM
",5
8207,"IEF196I LIBRARY SYS1.IBM.PROCLIB
",5
8208,"IEF196I         3 XXIEFPROC   EXEC   PGM=IEFIIC
",5
8209,"IEF196I            @p2C   01788700
",5
8210,"IEF196I         4 XXIEFINDMY  DD     DUMMY
",5
8211,"IEF196I                   01800000
",5
8212,"IEF196I IEFA111I INIT IS USING THE FOLLOWING JOB RELATED SETTINGS:
",5
8213,"IEF196I          SWA=BELOW,TIOT SIZE=64K,DSENQSHR=DISALLOW,GDGBIAS=JOB
",5
8214,"IEF196I IEF236I ALLOC. FOR INIT INIT
",9
8215,"IEF196I IEF237I DMY  ALLOCATED TO IEFINDMY
",5
8216,"IWM034I PROCEDURE INIT STARTED FOR SUBSYSTEM JES2 101
",9
8217,"IEF196I         1 //INIT     JOB MSGLEVEL=1
",5
8218,"IEF196I         2 //STARTING EXEC INIT
",5
8219,"IEF196I
",7
8220,"IEF196I XX**************************************************************
",7
8221,"IEF196I ******/ 00050000
",5
8222,"IEF196I           XX*** START OF SPECIFICATIONS
",7
8223,"IEF196I ****************************************/ 00075000
",5
8224,"IEF196I           XX*
",7
8225,"IEF196I                */ 00100000
",5
8226,"IEF196I           XX*    PROCEDURE NAME : INIT
",7
8227,"IEF196I                */ 00150000
",5
8228,"IEF196I           XX*                        Virtual Storage:   N/A
",7
8229,"IEF196I XX**************************************************************
",7
8230,"IEF196I ******/ 01700000
",5
8231,"IEF196I           XX*
",7
8232,"IEF196I                   01703300
",5
8233,"IEF196I           XX* INIT     - C - Added IEFINDMY DD statement.  The
",5
8234,"IEF196I dummy DD           01709400
",5
8235,"IEF196I           XX*                statement causes an allocation to
",5
8236,"IEF196I be done shortly    01715500
",5
8237,"IEF196I           XX*                after the initiator address space
",5
8238,"IEF196I is started.        01721600
",5
8239,"IEF196I           XX*                This prevents SWA fragmentation
",5
8240,"IEF196I that would           01727700
",5
8241,"IEF196I                   01746200
",5
8242,"IEF196I           XX* INIT     - C - Removed the DPRTY=12 parameter
",5
8243,"IEF196I from the EXEC         01759600
",5
8244,"IEF196I           XX*                statement. This parameter is
",5
8245,"IEF196I obsolete.        @P2A   01768500
",5
8246,"IEF196I
",7
8247,"IEF196I XX**************************************************************
",7
8248,"IEF196I ******* 00703800
",5
8249,"IEF196I                */ 00750000
",5
8250,"IEF196I           XX*  DESCRIPTIVE NAME: N/A
",7
8251,"IEF196I            @p2A*/ 00873400
",5
8252,"IEF196I                 * 00429000
",5
8253,"IEF196I           XX* THIS MACRO IS ""RESTRICTED MATERIALS OF IBM""
",5
8254,"IEF196I                 * 00474800
",5
8255,"IEF196I           XX* 5694-A01 (C) COPYRIGHT IBM CORP. 1987, 2003
",5
8256,"IEF196I                 * 00520600
",5
8257,"IEF196I           XX*
",7
8258,"IEF196I                 * 00566400
",5
8259,"IEF196I           XX* STATUS= HBB7708
",7
8260,"IEF196I                 * 00612200
",5
8261,"IEF196I           XX*
",7
8262,"IEF196I                 * 00658000
",5
8263,"IEF196I
",7
8264,"IEF196I XX***END_OF_PROPRIETARY_STATEMENT*******************************
",7
8265,"IEF196I ******* 00703800
",5
8266,"IEF196I           XX*
",7
8267,"IEF196I                */ 00750000
",5
8268,"IEF196I           XX*  COMPONENT: Initiator (SC1B6)
",5
8269,"IEF196I            @p2C*/ 00800000
",5
8270,"IEF196I           XX*
",7
8271,"IEF196I                */ 00850000
",5
8272,"IEF196I           XX*  DESCRIPTIVE NAME: N/A
",7
8273,"IEF196I            @p2A*/ 00857800
",5
8274,"IEF196I           XX*  MACRO NAME:       N/A
",7
8275,"IEF196I            @p2A*/ 00865600
",5
8276,"IEF196I           XX*  DSECT NAME:       N/A
",7
8277,"IEF196I            @p2A*/ 00873400
",5
8278,"IEF196I           XX*  EYE-CATCHER:      N/A
",7
8279,"IEF196I            @L8A*/ 00881200
",5
8280,"IEF196I           XX*     Offset:        N/A
",7
8281,"IEF196I            @p2A*/ 00889100
",5
8282,"IEF196I           XX*     Length:        N/A
",7
8283,"IEF196I            @p2A*/ 00897000
",5
8284,"IEF196I           XX*  STORAGE ATTRIBUTES:   Main Storage:      N/A
",5
8285,"IEF196I            @p2A*/ 00904900
",5
8286,"IEF196I           XX*
",7
8287,"IEF196I                */ 00750000
",5
8288,"IEF196I           XX*  COMPONENT: Initiator (SC1B6)
",5
8289,"IEF196I            @p2C*/ 00800000
",5
8290,"IEF196I           XX*
",7
8291,"IEF196I                */ 00850000
",5
8292,"IEF196I           XX*  DESCRIPTIVE NAME: N/A
",7
8293,"IEF196I            @p2A*/ 00857800
",5
8294,"IEF196I           XX*  MACRO NAME:       N/A
",7
8295,"IEF196I            @p2A*/ 00865600
",5
8296,"IEF196I           XX*  DSECT NAME:       N/A
",7
8297,"IEF196I            @p2A*/ 00873400
",5
8298,"IEF196I           XX*  EYE-CATCHER:      N/A
",7
8299,"IEF196I            @L8A*/ 00881200
",5
8300,"IEF196I           XX*     Offset:        N/A
",7
8301,"IEF196I            @p2A*/ 00889100
",5
8302,"IEF196I           XX*     Length:        N/A
",7
8303,"IEF196I            @p2A*/ 00897000
",5
8304,"IEF196I           XX*  STORAGE ATTRIBUTES:   Main Storage:      N/A
",5
8305,"IEF196I            @p2A*/ 00904900
",5
8306,"IEF196I           XX*                        Virtual Storage:   N/A
",7
8307,"IEF196I            @p2A*/ 00912800
",5
8308,"IEF196I           XX*                        Auxiliary Storage: N/A
",7
8309,"IEF196I            @p2A*/ 00920700
",5
8310,"IEF196I           XX*                        Subpool:           N/A
",7
8311,"IEF196I            @p2A*/ 00928600
",5
8312,"IEF196I           XX*                        Key:               N/A
",7
8313,"IEF196I            @p2A*/ 00936500
",5
8314,"IEF196I           XX*                        Data Space:        N/A
",7
8315,"IEF196I            @p2A*/ 00944400
",5
8316,"IEF196I           XX*                        Residency:         N/A
",7
8317,"IEF196I            @p2A*/ 00952300
",5
8318,"IEF196I           XX*  SIZE:             N/A
",7
8319,"IEF196I            @p2A*/ 00960200
",5
8320,"IEF196I           XX*  CREATED BY:       N/A
",7
8321,"IEF196I            @p2A*/ 00968100
",5
8322,"IEF196I           XX*  POINTED TO BY:    N/A
",7
8323,"IEF196I            @p2A*/ 00976000
",5
8324,"IEF196I           XX*  SERIALIZATION:    N/A
",7
8325,"IEF196I            @p2A*/ 00983900
",5
8326,"IEF196I           XX*  METHOD OF ACCESS: N/A
",7
8327,"IEF196I            @p2A*/ 00991800
",5
8328,"IEF196I           XX*
",7
8329,"IEF196I                */ 01000000
",5
8330,"IEF196I           XX*  EXTERNAL CLASSIFICATION:  PSPI
",5
8331,"IEF196I            @p2A*/ 01050000
",5
8332,"IEF196I           XX*  END OF EXTERNAL CLASSIFICATION:
",7
8333,"IEF196I            @p2A*/ 01100000
",5
8334,"IEF196I           XX*
",7
8335,"IEF196I                */ 01150000
",5
8336,"IEF196I           XX*  DISTRIBUTION LIBRARY: SYS1.PROCLIB
",5
8337,"IEF196I                */ 01200000
",5
8338,"IEF196I           XX*
",7
8339,"IEF196I                */ 01250000
",5
8340,"IEF196I           XX**** END OF SPECIFICATIONS
",7
8341,"IEF196I *****************************************/ 01300000
",5
8342,"IEF196I           XX*
",7
8343,"IEF196I                */ 01550000
",5
8344,"IEF196I           XX*01* CHANGE ACTIVITY:
",5
8345,"IEF196I                */ 01600000
",5
8346,"IEF196I           XX*
",7
8347,"IEF196I                */ 01650000
",5
8348,"IEF196I           XX*    $P1= PUX0016 HBB6605 970527 PDTN: Relieve SWA
",5
8349,"IEF196I fragmentation   */ 01662500
",5
8350,"IEF196I           XX*
",7
8351,"IEF196I            @P1A*/ 01675000
",5
8352,"IEF196I           XX*    $P2= PYN0834 HBB7708 030601 PDOO: Remove
",5
8353,"IEF196I obsolete DPRTY   @P2A*/ 01681200
",5
8354,"IEF196I           XX*
",7
8355,"IEF196I                */ 01687500
",5
8356,"IEF196I
",7
8357,"IEF196I XX**************************************************************
",7
8358,"IEF196I ******/ 01700000
",5
8359,"IEF196I           XX*
",7
8360,"IEF196I                   01703300
",5
8361,"IEF196I           XX* INIT     - C - Added IEFINDMY DD statement.  The
",5
8362,"IEF196I dummy DD           01709400
",5
8363,"IEF196I           XX*                statement causes an allocation to
",5
8364,"IEF196I be done shortly    01715500
",5
8365,"IEF196I           XX*                after the initiator address space
",5
8366,"IEF196I is started.        01721600
",5
8367,"IEF196I           XX*                This prevents SWA fragmentation
",5
8368,"IEF196I that would           01727700
",5
8369,"IEF196I           XX*                otherwise occur when a dynamic
",5
8370,"IEF196I allocation was done   01733800
",5
8371,"IEF196I           XX*                under the initiatior's task.
",5
8372,"IEF196I            @P1A   01739900
",5
8373,"IEF196I           XX*
",7
8374,"BCEISSTRNS0 SEV=INF EISS TranRate: 299.174942 RespTime: 0.024003
",5
8375,"DSN9022I  -DP71 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
8376,"DSNV401I  -DPW1 DISPLAY THREAD REPORT FOLLOWS -
",5
8377,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
8378,"DSN9022I  -DPW2 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
8379,"IST081I  LINE NAME = LEE18C  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
8380,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
8381,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
8382,"IST314I  END
",1
8383,"IST314I  END
",1
8384,"IST314I  END
",1
8385,"$HASP395 G01S807C ENDED - RC=0000
",5
8386,"IEF196I IEF285I   SYS1.LINKLIB                                 KEPT
",5
8387,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
8388,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
8389,"FT220I   STARTING   CIP1KT44 SYS00063 BMCMV.BBISS.CICS.CIP1KT44.CMRDETL1
",5
8390,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
8391,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
8392,"-G01SU005          STP010      00   139K    .00    .00    .16  41190  
",5
8393,"IST314I  END
",1
8394,"IST081I  LINE NAME = LEE18C  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
8395,"-G01SU005 ENDED.  NAME-CYCLING STREAMING    TOTAL CPU TIME=   .01 
",5
8396,"IRR010I  USERID TWSA     IS ASSIGNED TO THIS JOB.
",5
8397,"$HASP100 G0FS005B ON INTRDR      G00B005B - BILLING    FROM S0060402
",5
8398,"IRR010I  USERID TWSA     IS ASSIGNED TO THIS JOB.
",5
8399,"ICH70001I TWSA     LAST ACCESS AT 00:12:58 ON WEDNESDAY, MARCH 13, 2019
",5
8400,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
8401,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 321
",3
8402,"IST314I  END
",1
8403,"IEF196I         STORCLAS (SCSTD) MGMTCLAS (MCNOACT) DATACLAS (        )
",5
8404,"IST314I  END
",1
8405,"IST314I  END
",1
8406,"CSQP019I !QWP2 CSQPDWP2 CHECKPOINT COMPLETED FOR 328
",9
8407,"CSQP021I !QWP2 Page set 1 new media recovery 336
",9
8408,"DLM02VT2   03/13/2019 00:13:19 vte2 VT: DLm0405I: Device 0DF2 Display:
",4
8409,"IST314I  END
",1
8410,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
8411,"IEF196I         2 //STARTING EXEC INIT
",5
8412,"IEF196I           XX*    PROCEDURE NAME : INIT
",7
8413,"IEF196I           XX*
",7
8414,"IEF196I           XX* THIS MACRO IS ""RESTRICTED MATERIALS OF IBM""
",5
8415,"IEF196I           XX*
",7
8416,"IEF196I            @p2C*/ 00800000
",5
8417,"IEF196I            @p2A*/ 00873400
",5
8418,"IEF196I            @p2A*/ 00904900
",5
8419,"IEF196I            @p2A*/ 00936500
",5
8420,"IEF196I            @p2A*/ 00968100
",5
8421,"IEF196I fragmentation   */ 01662500
",5
8422,"IEF196I
",7
8423,"IEF196I           XX*                statement causes an allocation to
",5
8424,"IEF196I allocation was done   01733800
",5
8425,"IEF196I           XX*                statement. This parameter is
",5
8426,"IEF196I LIBRARY SYS1.IBM.PROCLIB
",5
8427,"IEF196I IEF236I ALLOC. FOR INIT INIT
",9
8428,"IEF196I ******/ 00050000
",5
8429,"IEF196I           XX*
",7
8430,"IEF196I                */ 00309800
",5
8431,"IEF196I           XX* THIS MACRO IS ""RESTRICTED MATERIALS OF IBM""
",5
8432,"IEF196I                 * 00612200
",5
8433,"IEF196I                */ 00750000
",5
8434,"IEF196I           XX*  MACRO NAME:       N/A
",7
8435,"IEF196I            @p2A*/ 00889100
",5
8436,"IEF196I           XX*                        Auxiliary Storage: N/A
",7
8437,"IEF196I            @p2A*/ 00944400
",5
8438,"IEF196I           XX*  POINTED TO BY:    N/A
",7
8439,"IEF196I           XX*
",7
8440,"IEF196I
",7
8441,"IEF196I dummy DD           01709400
",5
8442,"IEF196I           XX*
",7
8443,"IEF196I                */ 00750000
",5
8444,"IEF196I           XX*
",7
8445,"IEF196I ******* 00703800
",5
8446,"IEF196I           XX*
",7
8447,"IEF196I            @p2A*/ 00865600
",5
8448,"IEF196I           XX*     Offset:        N/A
",7
8449,"IEF196I
",7
8450,"IEF196I  STMT NO. MESSAGE
",5
8451,"IEF196I         2 IEFC001I PROCEDURE INIT WAS EXPANDED USING SYSTEM
",5
8452,"IEF196I LIBRARY SYS1.IBM.PROCLIB
",5
8453,"IEF196I         3 XXIEFPROC   EXEC   PGM=IEFIIC
",5
8454,"IEF196I            @p2C   01788700
",5
8455,"IEF196I         4 XXIEFINDMY  DD     DUMMY
",5
8456,"IEF196I                   01800000
",5
8457,"IEF196I IEFA111I INIT IS USING THE FOLLOWING JOB RELATED SETTINGS:
",5
8458,"IEF196I          SWA=BELOW,TIOT SIZE=64K,DSENQSHR=DISALLOW,GDGBIAS=JOB
",5
8459,"IEF196I IEF236I ALLOC. FOR INIT INIT
",9
8460,"IEF196I IEF237I DMY  ALLOCATED TO IEFINDMY
",5
8461,"IWM034I PROCEDURE INIT STARTED FOR SUBSYSTEM JES2 248
",9
8462,"IEF196I         1 //INIT     JOB MSGLEVEL=1
",5
8463,"IEF196I         2 //STARTING EXEC INIT
",5
8464,"IEF196I
",7
8465,"IEF196I XX**************************************************************
",7
8466,"IEF196I ******/ 00050000
",5
8467,"IEF196I           XX*** START OF SPECIFICATIONS
",7
8468,"IEF196I ****************************************/ 00075000
",5
8469,"IEF196I           XX*
",7
8470,"IEF196I                */ 00100000
",5
8471,"IEF196I           XX*    PROCEDURE NAME : INIT
",7
8472,"IEF196I ******/ 00050000
",5
8473,"IEF196I                */ 00150000
",5
8474,"IEF196I            @p2C*/ 00273200
",5
8475,"IEF196I                 * 00383200
",5
8476,"IEF196I                 * 00520600
",5
8477,"IEF196I                 * 00658000
",5
8478,"IEF196I           XX*  COMPONENT: Initiator (SC1B6)
",5
8479,"IEF196I           XX*  MACRO NAME:       N/A
",7
8480,"IEF196I           XX*     Offset:        N/A
",7
8481,"IEF196I           XX*                        Virtual Storage:   N/A
",7
8482,"IEF196I           XX*                        Key:               N/A
",7
8483,"IEF196I           XX*  SIZE:             N/A
",7
8484,"IEF196I           XX*  SERIALIZATION:    N/A
",7
8485,"IEF196I           XX*  EXTERNAL CLASSIFICATION:  PSPI
",5
8486,"IEF196I                */ 01200000
",5
8487,"IEF196I           XX*01* CHANGE ACTIVITY:
",5
8488,"IEF196I            @P1A*/ 01675000
",5
8489,"IEF196I ******/ 01700000
",5
8490,"IEF196I is started.        01721600
",5
8491,"IEF196I                   01746200
",5
8492,"IEF196I  STMT NO. MESSAGE
",5
8493,"IEF196I          SWA=BELOW,TIOT SIZE=64K,DSENQSHR=DISALLOW,GDGBIAS=JOB
",5
8494,"IEF196I ******/ 00050000
",5
8495,"IEF196I                */ 00200000
",5
8496,"IEF196I                 * 00346400
",5
8497,"IEF196I                 * 00520600
",5
8498,"IEF196I XX***END_OF_PROPRIETARY_STATEMENT*******************************
",7
8499,"IEF196I            @p2A*/ 00873400
",5
8500,"IEF196I           XX*  EYE-CATCHER:      N/A
",7
8501,"IEF196I            @L8A*/ 00881200
",5
8502,"IEF196I           XX*     Offset:        N/A
",7
8503,"IEF196I            @p2A*/ 00889100
",5
8504,"IEF196I           XX*     Length:        N/A
",7
8505,"IEF196I            @p2A*/ 00897000
",5
8506,"IEF196I           XX*  STORAGE ATTRIBUTES:   Main Storage:      N/A
",5
8507,"IEF196I            @p2A*/ 00904900
",5
8508,"IEF196I           XX*                        Virtual Storage:   N/A
",7
8509,"IEF196I            @p2A*/ 00912800
",5
8510,"IEF196I           XX*                        Auxiliary Storage: N/A
",7
8511,"IEF196I            @p2A*/ 00920700
",5
8512,"IEF196I           XX*                        Subpool:           N/A
",7
8513,"IEF196I            @p2A*/ 00928600
",5
8514,"IEF196I           XX*                        Key:               N/A
",7
8515,"IEF196I            @p2A*/ 00936500
",5
8516,"IEF196I           XX*                        Data Space:        N/A
",7
8517,"IEF196I            @p2A*/ 00944400
",5
8518,"IEF196I           XX*                        Residency:         N/A
",7
8519,"IEF196I            @p2A*/ 00952300
",5
8520,"IEF196I           XX*  SIZE:             N/A
",7
8521,"IEF196I            @p2A*/ 00960200
",5
8522,"IEF196I           XX*  CREATED BY:       N/A
",7
8523,"IEF196I            @p2A*/ 00968100
",5
8524,"IEF196I           XX*  POINTED TO BY:    N/A
",7
8525,"IEF196I            @p2A*/ 00976000
",5
8526,"IEF196I           XX*  SERIALIZATION:    N/A
",7
8527,"IEF196I            @p2A*/ 00983900
",5
8528,"IEF196I           XX*  METHOD OF ACCESS: N/A
",7
8529,"IEF196I            @p2A*/ 00991800
",5
8530,"IEF196I           XX*
",7
8531,"IEF196I                */ 01000000
",5
8532,"IEF196I           XX*  EXTERNAL CLASSIFICATION:  PSPI
",5
8533,"IEF196I            @p2A*/ 01050000
",5
8534,"IEF196I           XX*  END OF EXTERNAL CLASSIFICATION:
",7
8535,"IEF196I            @p2A*/ 01100000
",5
8536,"IEF196I           XX*
",7
8537,"IEF196I                */ 01150000
",5
8538,"IEF196I           XX*  DISTRIBUTION LIBRARY: SYS1.PROCLIB
",5
8539,"IEF196I                */ 01200000
",5
8540,"IEF196I           XX*
",7
8541,"IEF196I                */ 01250000
",5
8542,"IEF196I           XX**** END OF SPECIFICATIONS
",7
8543,"IEF196I *****************************************/ 01300000
",5
8544,"IEF196I           XX*
",7
8545,"IEF196I                */ 01550000
",5
8546,"IEF196I           XX*01* CHANGE ACTIVITY:
",5
8547,"IEF196I                */ 01600000
",5
8548,"IEF196I           XX*
",7
8549,"IEF196I                */ 01650000
",5
8550,"IEF196I           XX*    $P1= PUX0016 HBB6605 970527 PDTN: Relieve SWA
",5
8551,"IEF196I fragmentation   */ 01662500
",5
8552,"IEF196I           XX*
",7
8553,"IEF196I            @P1A*/ 01675000
",5
8554,"IEF196I           XX*    $P2= PYN0834 HBB7708 030601 PDOO: Remove
",5
8555,"IEF196I obsolete DPRTY   @P2A*/ 01681200
",5
8556,"IEF196I           XX*
",7
8557,"IEF196I                */ 01687500
",5
8558,"IEF196I
",7
8559,"IEF196I XX**************************************************************
",7
8560,"IEF196I ******/ 01700000
",5
8561,"IEF196I           XX*
",7
8562,"IEF196I                   01703300
",5
8563,"IEF196I           XX* INIT     - C - Added IEFINDMY DD statement.  The
",5
8564,"IEF196I dummy DD           01709400
",5
8565,"IEF196I           XX*                statement causes an allocation to
",5
8566,"IEF196I be done shortly    01715500
",5
8567,"IEF196I           XX*                after the initiator address space
",5
8568,"IEF196I is started.        01721600
",5
8569,"IEF196I           XX*                This prevents SWA fragmentation
",5
8570,"IEF196I that would           01727700
",5
8571,"IEF196I           XX*                otherwise occur when a dynamic
",5
8572,"IEF196I allocation was done   01733800
",5
8573,"IEF196I           XX*                under the initiatior's task.
",5
8574,"IEF196I            @P1A   01739900
",5
8575,"IEF196I           XX*
",7
8576,"IEF196I                   01746200
",5
8577,"IEF196I           XX* INIT     - C - Removed the DPRTY=12 parameter
",5
8578,"IEF196I from the EXEC         01759600
",5
8579,"IEF196I           XX*                statement. This parameter is
",5
8580,"IEF196I obsolete.        @P2A   01768500
",5
8581,"IEF196I
",7
8582,"IEF196I XX**************************************************************
",7
8583,"IEF196I ******  01777400
",5
8584,"IEF196I  STMT NO. MESSAGE
",5
8585,"IEF196I         2 IEFC001I PROCEDURE INIT WAS EXPANDED USING SYSTEM
",5
8586,"IEF196I LIBRARY SYS1.IBM.PROCLIB
",5
8587,"IEF196I         3 XXIEFPROC   EXEC   PGM=IEFIIC
",5
8588,"IEF196I            @p2C   01788700
",5
8589,"IEF196I         4 XXIEFINDMY  DD     DUMMY
",5
8590,"IEF196I                   01800000
",5
8591,"IEF196I IEFA111I INIT IS USING THE FOLLOWING JOB RELATED SETTINGS:
",5
8592,"IEF196I          SWA=BELOW,TIOT SIZE=64K,DSENQSHR=DISALLOW,GDGBIAS=JOB
",5
8593,"IEF196I IEF236I ALLOC. FOR INIT INIT
",9
8594,"IEF196I IEF237I DMY  ALLOCATED TO IEFINDMY
",5
8595,"IEF196I           XX*** START OF SPECIFICATIONS
",7
8596,"IEF196I           XX*
",7
8597,"IEF196I           XX*
",7
8598,"IEF196I           XX* LICENSED MATERIALS - PROPERTY OF IBM
",5
8599,"IEF196I           XX*
",7
8600,"IEF196I
",7
8601,"IEF196I            @p2C*/ 00800000
",5
8602,"IEF196I            @p2A*/ 00865600
",5
8603,"IEF196I            @p2A*/ 00889100
",5
8604,"IEF196I            @p2A*/ 00912800
",5
8605,"IEF196I            @p2A*/ 00936500
",5
8606,"IEF196I            @p2A*/ 00960200
",5
8607,"IEF196I            @p2A*/ 00983900
",5
8608,"IEF196I            @p2A*/ 01050000
",5
8609,"IEF196I           XX*
",7
8610,"IEF196I                */ 01600000
",5
8611,"IEF196I           XX*    $P2= PYN0834 HBB7708 030601 PDOO: Remove
",5
8612,"IEF196I           XX*
",7
8613,"IEF196I           XX*                This prevents SWA fragmentation
",5
8614,"IEF196I           XX* INIT     - C - Removed the DPRTY=12 parameter
",5
