,message,category
1109,"DSNV420I  -DP21 NO INDOUBT THREADS FOUND
",5
1110,"DSN9022I  -DP21 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1111,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
1112,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
1113,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1114,"IST314I  END
",1
1115,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
1116,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
1117,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1118,"IST314I  END
",1
1119,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 235
",3
1120,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 236
",3
1121,"-DP31 DIS THREAD(*) TYPE(INDOUBT)
",5
1122,"DSNV401I  -DP31 DISPLAY THREAD REPORT FOLLOWS -
",5
1123,"DSNV420I  -DP31 NO INDOUBT THREADS FOUND
",5
1124,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1125,"IST314I  END
",1
1126,"-                                         --TIMINGS (MINS.)--          
",5
1127,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
1128,"-INIT     INIT     IEFPROC     00      0    .00    .00  89.55      0  
",9
1129,"-INIT     ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
1130,"IEF196I IEF142I INIT INIT - STEP WAS EXECUTED - COND CODE 0000
",5
1131,"IEF196I IEF373I STEP/        /START 2019071.2231
",5
1132,"IEF196I IEF032I STEP/        /STOP  2019072.0001
",5
1133,"IEF196I         CPU:     0 HR  00 MIN  00.00 SEC    SRB:     0 HR  00
",5
1134,"IEF196I MIN  00.00 SEC
",5
1135,"IEF196I         VIRT:     0K  SYS:     0K  EXT:        0K  SYS:
",5
1136,"IEF196I 0K
",5
1137,"IEF196I         ATB- REAL:                    16K  SLOTS:
",5
1138,"IEF196I       0K
",5
1139,"IEF196I              VIRT- ALLOC:       9M SHRD:       0M
",5
1140,"IEF196I IEF375I  JOB/INIT    /START 2019071.2231
",5
1141,"IEF196I IEF033I  JOB/INIT    /STOP  2019072.0001
",5
1142,"IEF196I         CPU:     0 HR  00 MIN  00.00 SEC    SRB:     0 HR  00
",5
1143,"IEF196I MIN  00.00 SEC
",5
1144,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=002B.
",5
1145,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 292
",3
1146,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 293
",3
1147,"@SLS6681I VTV:B31372 MIGRATED TO MVC:207904 LOCATION:0035/000557B8
",5
1148,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 295
",3
1149,"IST680I  CONNECTION REQUEST DENIED - ID = CXIS12   PU GEN NOT SUPPORTED
",6
1150,"IST1394I  CPNAME = BOCHQP.CXIS12      STATION ID = 02001E810012
",0
1151,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1152,"IST314I  END
",1
1153,"IST680I  CONNECTION REQUEST DENIED - ID = CXIS12   PU GEN NOT SUPPORTED
",6
1154,"IST1394I  CPNAME = BOCHQP.CXIS12      STATION ID = 02001E810012
",0
1155,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1156,"IST314I  END
",1
1157,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 296
",3
1158,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1159,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1160,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1161,"IST314I  END
",1
1162,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1163,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1164,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1165,"IST314I  END
",1
1166,"@SLS6895I K 05CA,207905,PVT,VTSSB,SWSATDSV
",5
1167,"-J#BANC2           MVBATCH     00   1236    .00    .00   1.06  49461  
",5
1168,"-J#BANC2  ENDED.  NAME-MAINVIEW             TOTAL CPU TIME=   .00 
",5
1169,"$HASP395 J#BANC2  ENDED - RC=0000
",5
1170,"SE '00.01.08 J0100042 $HASP165 J#BANC2  ENDED AT N1  MAXCC=0000',LOGON,
",5
1171,"$HASP309 INIT 2    INACTIVE ******** C=A
",9
1172,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
1173,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 298
",3
1174,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 299
",3
1175,"-CHKDPW2           SLEEP       00     65    .00    .00   1.00   1062  
",5
1176,"-CHKDPW2           REPORT      00    162    .00    .00    .00   1988  
",5
1177,"-CHKDPW2  ENDED.  NAME-ORGINFO              TOTAL CPU TIME=   .00 
",5
1178,"$HASP395 CHKDPW2  ENDED - RC=0000
",5
1179,"$HASP309 INIT 1    INACTIVE ******** C=E
",9
1180,"SE '00.01.09 J0100057 $HASP165 CHKDPW2  ENDED AT N1  MAXCC=0000',LOGON,
",5
1181,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
1182,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 308
",3
1183,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 309
",3
1184,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 310
",3
1185,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1186,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1187,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1188,"IST314I  END
",1
1189,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1190,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1191,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1192,"IST314I  END
",1
1193,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
1194,"IST1394I  CPNAME = BOCHQP.CCIES01     STATION ID = 020000000000
",0
1195,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1196,"IST314I  END
",1
1197,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
1198,"IST1394I  CPNAME = BOCHQP.CCIES01     STATION ID = 020000000000
",0
1199,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1200,"IST314I  END
",1
1201,"@SLS6681I VTV:D90746 MIGRATED TO MVC:210002 LOCATION:00BE/000FE9EF
",5
1202,"@SLS6645I VTSS VTSSB IS 78% FULL OF 16,373 VTVS
",5
1203,"@SLS6645I VTSS VTSSE IS 49% FULL OF 11,331 VTVS
",5
1204,"@SLS6645I VTSS VTSSH IS 79% FULL OF 42,093 VTVS
",5
1205,"@SLS6894I M 05E7,211000,SL,,VTSSF,SWSRDSMG,ZJHW4
",5
1206,"-J#BLNK2           MVBATCH     00   1192    .00    .00   1.08  45893  
",5
1207,"-J#BLNK2  ENDED.  NAME-MAINVIEW             TOTAL CPU TIME=   .00 
",5
1208,"$HASP395 J#BLNK2  ENDED - RC=0000
",5
1209,"$HASP309 INIT 3    INACTIVE ******** C=A
",9
1210,"SE '00.01.12 J0100050 $HASP165 J#BLNK2  ENDED AT N1  MAXCC=0000',LOGON,
",5
1211,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
1212,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
1213,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
1214,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1215,"IST314I  END
",1
1216,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
1217,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
1218,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1219,"IST314I  END
",1
1220,"-J#EISS2           MVBATCH     00   1190    .00    .00   1.04  38447  
",5
1221,"-J#EISS2  ENDED.  NAME-MAINVIEW             TOTAL CPU TIME=   .00 
",5
1222,"$HASP395 J#EISS2  ENDED - RC=0000
",5
1223,"$HASP309 INIT 2    INACTIVE ******** C=B
",9
1224,"SE '00.01.13 J0100061 $HASP165 J#EISS2  ENDED AT N1  MAXCC=0000',LOGON,
",5
1225,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
1226,"GEO920I Monitor1 started on system CP1A (CP1AA)
",5
1227,"GEO170I ALL CONTROLLING SYSTEMS ARE ACTIVE (CP1AA)
",5
1228,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 311
",3
1229,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 312
",3
1230,"D XCF,POLICY,TYPE=CFRM
",5
1231,"IXC364I  00.01.15  DISPLAY XCF 763
",5
1232,"GEO002I Sysplex Resources OK (CP1AA)
",5
1233,"GEO100I DASD Mirroring is active (CP1AA)
",5
1234,"GEO921I Monitor1 ended on system CP1A elapsed time 2 seconds (CP1AA)
",5
1235,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
1236,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
1237,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1238,"IST314I  END
",1
1239,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
1240,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
1241,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1242,"IST314I  END
",1
1243,"GEO251I HMC Monitoring from CP1A OK (CP1AA)
",5
1244,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 313
",3
1245,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 314
",3
1246,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 315
",3
1247,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
1248,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
1249,"DSN9022I  -DP31 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1250,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 241
",3
1251,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 242
",3
1252,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 243
",3
1253,"IST680I  CONNECTION REQUEST DENIED - ID = CXIS12   PU GEN NOT SUPPORTED
",6
1254,"IST1394I  CPNAME = BOCHQP.CXIS12      STATION ID = 02001E810012
",0
1255,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1256,"IST314I  END
",1
1257,"IST680I  CONNECTION REQUEST DENIED - ID = CXIS12   PU GEN NOT SUPPORTED
",6
1258,"IST1394I  CPNAME = BOCHQP.CXIS12      STATION ID = 02001E810012
",0
1259,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1260,"IST314I  END
",1
1261,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 244
",3
1262,"-TCDBDALY          EXPORT      00   8893    .00    .00    .04  17587  
",5
1263,"-DP41 DIS THREAD(*) TYPE(INDOUBT)
",5
1264,"DSNV401I  -DP41 DISPLAY THREAD REPORT FOLLOWS -
",5
1265,"DSNV420I  -DP41 NO INDOUBT THREADS FOUND
",5
1266,"DSN9022I  -DP41 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1267,"$HASP100 SENDTCDB ON INTRDR      DBA                   FROM J0100038
",5
1268,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
1269,"@SLS6643I MVC 000987 MOUNTED ON DRIVE RTD05D5
",5
1270,"-TCDBDALY          SUBJCL      00    132    .00    .00    .00   1733  
",5
1271,"-TCDBDALY ENDED.  NAME-                     TOTAL CPU TIME=   .04 
",5
1272,"$HASP395 TCDBDALY ENDED - RC=0000
",5
1273,"ICH70001I SYSJOB   LAST ACCESS AT 00:00:07 ON WEDNESDAY, MARCH 13, 2019
",5
1274,"$HASP373 SENDTCDB STARTED - INIT 4    - CLASS A        - SYS CP1A
",9
1275,"SE '00.00.34 J0100038 $HASP165 TCDBDALY ENDED AT N1  MAXCC=0000',LOGON,
",5
1276,"$HASP309 INIT 1    INACTIVE ******** C=A
",9
1277,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
1278,"-                                         --TIMINGS (MINS.)--          
",5
1279,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
1280,"-SENDTCDB          DELFILE     00     65    .00    .00    .00    515  
",5
1281,"-DP51 DIS THREAD(*) TYPE(INDOUBT)
",5
1282,"DSNV401I  -DP51 DISPLAY THREAD REPORT FOLLOWS -
",5
1283,"DSNV420I  -DP51 NO INDOUBT THREADS FOUND
",5
1284,"DSN9022I  -DP51 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1285,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1286,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1287,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1288,"IST314I  END
",1
1289,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1290,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1291,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1292,"IST314I  END
",1
1293,"-DP61 DIS THREAD(*) TYPE(INDOUBT)
",5
1294,"DSNV401I  -DP61 DISPLAY THREAD REPORT FOLLOWS -
",5
1295,"DSNV420I  -DP61 NO INDOUBT THREADS FOUND
",5
1296,"DSN9022I  -DP61 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1297,"AOF100I 00:00:36 : 'MONITOR' COMMAND ISSUED ON TARGET(S) CP1F FOR 766
",5
1298,"AOF541I 00:00:36 : SYSTEM MONITORING FUNCTION COMPLETED FOR ALL 767
",5
1299,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 246
",3
1300,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 247
",3
1301,"-DP71 DIS THREAD(*) TYPE(INDOUBT)
",5
1302,"DSNV401I  -DP71 DISPLAY THREAD REPORT FOLLOWS -
",5
1303,"DSNV420I  -DP71 NO INDOUBT THREADS FOUND
",5
1304,"DSN9022I  -DP71 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1305,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 252
",3
1306,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 253
",3
1307,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 254
",3
1308,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 255
",3
1309,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 256
",3
1310,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 257
",3
1311,"-DP81 DIS THREAD(*) TYPE(INDOUBT)
",5
1312,"DSNV401I  -DP81 DISPLAY THREAD REPORT FOLLOWS -
",5
1313,"DSNV420I  -DP81 NO INDOUBT THREADS FOUND
",5
1314,"DSN9022I  -DP81 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1315,"-SENDTCDB          COPY1       00  11749    .00    .00    .06  28286  
",5
1316,"HZS0002E CHECK(IBMVSM,VSM_SQA_THRESHOLD): 258
",5
1317,"-SENDTCDB          GENER       00    100    .00    .00    .00    814  
",5
1318,"-SENDTCDB          FTPCMD      00     38    .00    .00    .00    185  
",5
1319,"-DPW1 DIS THREAD(*) TYPE(INDOUBT)
",5
1320,"DSNV401I  -DPW1 DISPLAY THREAD REPORT FOLLOWS -
",5
1321,"DSNV420I  -DPW1 NO INDOUBT THREADS FOUND
",5
1322,"DSN9022I  -DPW1 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1323,"@SLS6681I VTV:B09255 MIGRATED TO MVC:207904 LOCATION:0028/000434D3
",5
1324,"@SLS6643I MVC 009063 MOUNTED ON DRIVE RTD05B6
",5
1325,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1326,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1327,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1328,"IST314I  END
",1
1329,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
1330,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
1331,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1332,"IST314I  END
",1
1333,"-DPW2 DIS THREAD(*) TYPE(INDOUBT)
",5
1334,"DSNV401I  -DPW2 DISPLAY THREAD REPORT FOLLOWS -
",5
1335,"DSNV420I  -DPW2 NO INDOUBT THREADS FOUND
",5
1336,"DSN9022I  -DPW2 DSNVDT '-DIS THREAD' NORMAL COMPLETION
",5
1337,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
1338,"IST1394I  CPNAME = BOCHQP.CCIES01     STATION ID = 020000000000
",0
1339,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1340,"IST314I  END
",1
1341,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
1342,"IST1394I  CPNAME = BOCHQP.CCIES01     STATION ID = 020000000000
",0
1343,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1344,"IST314I  END
",1
1345,"-SENDTCDB          FTP1        00   7282    .00    .00    .03  28533  
",5
1346,"-SENDTCDB ENDED.  NAME-DBA                  TOTAL CPU TIME=   .00 
",5
1347,"$HASP395 SENDTCDB ENDED - RC=0000
",5
1348,"$HASP309 INIT 4    INACTIVE ******** C=A
",9
1349,"SE '00.00.41 J0100066 $HASP165 SENDTCDB ENDED AT N1  MAXCC=0000',LOGON,
",5
1350,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
1351,"@SLS6643I MVC 210002 MOUNTED ON DRIVE RTD05DA
",5
1352,"IEF196I IGD101I SMS ALLOCATED TO DDNAME (SYS74088)
",5
1353,"IEF196I         DSN (IXGLOGR.SMF.IFASMF.CP1E.DB2.T101.A0118187   )
",5
1354,"IEF196I         STORCLAS (SCSTD) MGMTCLAS (MCNOACT) DATACLAS (        )
",5
1355,"IEF196I         VOL SER NOS FOR DATA COMPONENT= P148A4
",5
1356,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
1357,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
1358,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1359,"IST314I  END
",1
1360,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
1361,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
1362,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1363,"IST314I  END
",1
1364,"IXG283I OFFLOAD DATASET IXGLOGR.SMF.IFASMF.CP1E.DB2.T101.A0118187 269
",5
1365,"IXG284I OFFLOAD DATASET IXGLOGR.SMF.IFASMF.CP1E.DB2.T101.A0117957 270
",5
1366,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 271
",3
1367,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 272
",3
1368,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 273
",3
1369,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 274
",3
1370,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 275
",3
1371,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
1372,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
1373,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1374,"IST314I  END
",1
1375,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
1376,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
1377,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1378,"IST314I  END
",1
1379,"@SLS6643I MVC 009062 MOUNTED ON DRIVE RTD05B0
",5
1380,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
1381,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
1382,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1383,"IST314I  END
",1
1384,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
1385,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
1386,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1387,"IST314I  END
",1
1388,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT01  PU GEN NOT SUPPORTED
",6
1389,"IST1394I  CPNAME = BOCHQP.CEBCT01     STATION ID = 020007100000
",0
1390,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1391,"IST314I  END
",1
1392,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT01  PU GEN NOT SUPPORTED
",6
1393,"IST1394I  CPNAME = BOCHQP.CEBCT01     STATION ID = 020007100000
",0
1394,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
1395,"IST314I  END
",1
1396,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 277
",3
1397,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 278
",3
1398,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 279
",3
1399,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT01  PU GEN NOT SUPPORTED
",6
1400,"IST1394I  CPNAME = BOCHQP.CEBCT01     STATION ID = 020007100000
",0
1401,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1402,"IST314I  END
",1
1403,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT01  PU GEN NOT SUPPORTED
",6
1404,"IST1394I  CPNAME = BOCHQP.CEBCT01     STATION ID = 020007100000
",0
1405,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1406,"IST314I  END
",1
1407,"IEF196I IEF237I 17BC ALLOCATED TO SYS14908
",5
1408,"IEF196I IEF285I   BOCBMC.MV.BBLINK                             KEPT
",5
1409,"IEF196I IEF285I   VOL SER NOS= CP1BC2.
",5
1410,"$HASP100 FTPDWN12 ON INTRDR                            FROM J0100028
",5
1411,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
1412,"ICH70001I SYSJOB   LAST ACCESS AT 00:00:11 ON WEDNESDAY, MARCH 13, 2019
",5
1413,"$HASP373 FTPDWN12 STARTED - INIT 11   - CLASS S        - SYS CP1D
",9
1414,"-J#DOUB12          FTPSTEP     00    129    .00    .00    .75   2906  
",5
1415,"-J#DOUB12 ENDED.  NAME-BOC                  TOTAL CPU TIME=   .00 
",5
1416,"$HASP395 J#DOUB12 ENDED - RC=0000
",5
1417,"$HASP309 INIT 1    INACTIVE ******** C=D
",9
1418,"SE '00.00.55 J0100028 $HASP165 J#DOUB12 ENDED AT N1  MAXCC=0000',LOGON,
",5
1419,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
1420,"-                                         --TIMINGS (MINS.)--          
",5
1421,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
1422,"-FTPDWN12          GENER       00     66    .00    .00    .00   1349  
",5
1423,"-FTPDWN12          FTPCMD      00     36    .00    .00    .00    263  
",5
1424,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
1425,"IST1394I  CPNAME = BOCHQP.CCIES01     STATION ID = 020000000000
",0
1426,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1427,"IST314I  END
",1
1428,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
1429,"IST1394I  CPNAME = BOCHQP.CCIES01     STATION ID = 020000000000
",0
1430,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1431,"IST314I  END
",1
1432,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW01  PU GEN NOT SUPPORTED
",6
1433,"IST1394I  CPNAME = BOCHQP.CSWHW01     STATION ID = 020000000000
",0
1434,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
1435,"IST314I  END
",1
1436,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW01  PU GEN NOT SUPPORTED
",6
